1474980096,32167,2277
1474980098,32577,2014
1474980100,32640,2289
1474980102,32764,2027
1474980104,32812,2302
1474980106,32960,2041
1474980108,33031,2317
1474980110,33159,2054
1474980112,33231,2330
1474980114,33381,2068
1474980116,33424,2343
1474980118,33591,2082
1474980120,33974,2359
1474980122,34853,2112
1474980124,34184,2373
1474980126,35060,2127
1474980128,34391,2389
1474980130,35266,2141
1474980132,34612,2403
1474980134,35463,2154
1474980136,34823,2418
1474980138,35694,2170
1474980140,35026,2430
1474980142,35881,2182
1474980144,36598,2459
1474980146,36111,2197
1474980148,36780,2472
1474980150,36335,2212
1474980152,37006,2487
1474980154,36549,2227
1474980156,37194,2500
1474980158,36755,2240
1474980160,37405,2514
1474980162,36983,2255
1474980164,37629,2528
1474980166,38538,2286
1474980168,37837,2541
1474980170,38730,2299
1474980172,38058,2557
1474980174,38931,2313
1474980176,38261,2570
1474980178,39144,2328
1474980180,38470,2585
1474980182,39353,2342
1474980184,38687,2599
1474980186,39589,2358
1474980188,40235,2630
1474980190,39781,2370
1474980192,40422,2643
1474980194,39978,2385
1474980196,40648,2658
1474980198,40162,2398
1474980200,40886,2674
1474980202,40376,2413
1474980204,41087,2688
1474980206,40574,2426
1474980208,41312,2703
1474980210,41904,2462
1474980212,41761,2715
1474980214,42126,2477
1474980216,41989,2731
1474980218,42324,2491
1474980220,42192,2745
1474980222,42533,2506
1474980224,42406,2760
1474980226,42734,2519
1474980228,42601,2774
1474980230,42977,2535
1474980233,43787,2788
1474980235,43582,2568
1474980237,43972,2801
1474980239,43766,2581
1474980241,44167,2815
1474980243,43949,2594
1474980245,44394,2831
1474980247,44152,2608
1474980249,44603,2847
1474980251,44352,2621
1474980253,44821,2862
1474980255,45223,2637
1474980257,45633,2892
1474980259,45448,2653
1474980261,45853,2909
1474980263,45651,2668
1474980265,46057,2923
1474980267,45861,2683
1474980269,46265,2938
1474980271,46083,2699
1474980273,46475,2952
1474980275,46309,2714
1474980277,46743,2967
1474980279,47756,2745
1474980281,46922,2979
1474980283,47947,2759
1474980285,47141,2995
1474980287,48150,2773
1474980289,47331,3009
1474980291,48375,2789
1474980293,47530,3023
1474980295,48599,2804
1474980297,47751,3038
1474980299,48791,2818
1474980301,49318,3076
1474980303,48988,2830
1474980305,49521,3090
1474980307,49197,2845
1474980309,49725,3105
1474980311,49419,2861
1474980313,49930,3120
1474980315,49660,2877
1474980317,50148,3135
1474980319,49889,2893
1474980321,50376,3150
1474980323,51162,2928
1474980325,50826,3163
1474980327,51366,2944
1474980329,50990,3175
